machine,timestamp,temperature,vibration,humidity,pressure,energy_consumption,machine_status,anomaly_flag,predicted_remaining_life,failure_type,downtime_risk,maintenance_required
CJL17,2025-01-05 03:10:00,68.99,28.86,76.99,1.15,2.59,Running,No,164,Normal,,No
RFF14,2025-03-09 01:52:00,87.81,68.13,68.42,4.07,1.99,Running,No,153,Normal,,No
PKS8,2025-02-05 12:35:00,66.15,58.28,35.78,2.43,2.25,Running,No,225,Normal,0.0,No
OQN3,2025-01-26 19:51:00,80.99,52.65,76.08,1.53,1.69,Running,No,253,Normal,0.0,No
MEO40,2025-01-08 04:26:00,83.42,37.87,43.09,2.86,1.45,Running,No,467,Normal,,No
VIR30,2025-01-03 17:18:00,88.62,61.23,66.84,3.97,1.99,Running,No,426,Normal,0.0,No
VIR30,2025-03-04 00:44:00,63.0,50.71,37.75,3.73,1.86,Running,No,282,Normal,,No
GSR32,2025-02-15 06:36:00,67.33,72.1,35.05,4.54,4.81,Running,No,173,Normal,0.0,No
ZKP13,2025-01-22 21:33:00,78.01,64.31,36.8,3.48,4.08,Running,No,152,Normal,0.0,No
ZTG36,2025-01-18 23:21:00,84.2,28.59,68.53,2.89,4.31,Running,No,312,Normal,,No
RKL4,2025-01-16 23:12:00,71.07,47.5,74.17,2.7,2.92,Running,No,482,Normal,0.0,No
RHH44,2025-01-24 04:14:00,71.15,54.48,57.0,2.16,1.6,Running,No,356,Normal,,No
ANO21,2025-01-02 18:34:00,78.85,43.13,37.22,1.62,1.34,Running,No,351,Normal,0.0,No
YDH6,2025-01-29 23:43:00,64.11,62.67,69.95,3.57,2.25,Idle,No,471,Normal,0.0,No
QJN15,2025-02-20 20:54:00,74.49,35.94,49.47,2.14,2.14,Running,No,137,Normal,,No
FPQ39,2025-01-16 09:42:00,65.43,50.33,35.52,4.5,0.65,Running,No,373,Normal,0.0,No
WXX28,2025-01-15 13:44:00,61.68,60.99,51.88,1.46,0.93,Running,No,299,Normal,0.0,No
DCB34,2025-01-27 23:02:00,79.77,50.82,69.77,4.13,1.35,Running,No,40,Normal,,No
GJH10,2025-03-05 14:54:00,80.21,50.75,33.16,4.81,3.93,Running,No,85,Normal,0.0,No
QNJ7,2025-02-21 16:03:00,76.84,48.74,45.16,4.23,1.73,Running,No,157,Normal,,No
BPQ42,2025-01-06 12:59:00,92.01,61.48,37.88,4.2,1.46,Running,Yes,19,Normal,1.0,Yes
BPQ42,2025-03-02 05:13:00,54.88,62.01,53.54,1.56,4.51,Running,No,402,Normal,,No
GSR32,2025-03-08 11:50:00,55.05,27.53,37.72,3.31,3.66,Running,No,240,Normal,0.0,No
DVO46,2025-02-12 02:39:00,78.96,54.47,77.06,4.33,2.81,Idle,No,213,Normal,,No
EZO29,2025-01-17 17:43:00,84.09,41.59,54.62,3.05,1.08,Running,No,357,Normal,0.0,No
DVO46,2025-01-18 11:38:00,80.7,55.71,77.21,4.97,0.78,Running,No,413,Normal,0.0,No
OZU38,2025-01-26 17:43:00,79.73,59.14,60.76,4.9,4.56,Running,No,384,Normal,,No
IJA31,2025-01-14 13:21:00,63.19,50.65,71.52,1.47,2.33,Running,No,82,Normal,,No
ANO21,2025-03-11 07:26:00,61.59,55.69,38.26,2.17,2.98,Running,No,223,Normal,,No
BPQ42,2025-02-28 14:29:00,86.08,50.93,42.19,,3.52,Running,No,94,Normal,0.0,No
DCB34,2025-01-14 00:06:00,76.24,59.57,33.99,3.94,4.3,Running,No,128,Normal,0.0,No
WXX28,2025-02-04 04:12:00,61.44,45.97,36.29,2.84,3.05,Running,No,306,Normal,0.0,No
GJR5,2025-02-02 17:36:00,79.63,46.37,63.55,2.49,3.96,Running,No,334,Normal,0.0,No
SJO48,2025-02-05 08:24:00,73.5,,65.56,2.64,2.86,Running,No,439,Normal,0.0,No
AOE45,2025-01-18 03:39:00,78.6,61.86,70.66,1.17,0.7,Running,No,261,Normal,,No
ANO21,2025-02-03 23:02:00,96.05,12.15,52.95,2.51,3.67,Running,Yes,47,Normal,,Yes
GUK33,2025-02-21 00:09:00,56.02,37.83,41.76,4.23,3.24,Running,No,403,Normal,,No
IOT24,2025-03-08 23:21:00,59.79,69.19,57.81,1.06,1.97,Running,No,358,Normal,,No
QNJ7,2025-01-23 06:43:00,55.43,,46.9,3.39,2.0,Running,No,374,Normal,0.0,No
GJH10,2025-01-13 03:44:00,73.2,38.26,79.88,3.28,2.53,Running,No,243,Normal,0.0,No
RKL4,2025-03-04 21:37:00,69.3,62.3,33.29,3.11,1.97,Running,No,241,Normal,0.0,No
JJF2,2025-02-01 13:21:00,71.38,61.65,38.23,4.39,1.69,Running,No,476,Normal,,No
DHW47,2025-02-22 10:50:00,73.71,38.99,71.44,4.16,1.08,Running,No,62,Normal,0.0,No
GUK33,2025-02-17 12:19:00,,38.26,75.85,2.93,3.86,Running,No,283,Normal,,No
SIQ9,2025-02-13 08:13:00,77.47,52.09,46.42,1.01,2.04,Running,No,379,Normal,0.0,No
OZU38,2025-01-16 05:00:00,85.46,62.49,74.8,3.06,2.53,Running,No,381,Normal,,No
OLM37,2025-01-01 20:18:00,85.19,49.19,78.41,3.99,4.87,Running,No,427,Normal,0.0,No
GJR5,2025-03-04 13:41:00,66.11,65.2,38.12,4.58,2.7,Idle,No,308,Normal,,No
TVG50,2025-03-05 05:52:00,72.71,59.95,63.29,4.73,2.8,Running,No,181,Normal,0.0,No
DCB34,2025-02-14 10:12:00,67.63,54.66,55.13,3.69,3.39,Running,No,150,Normal,0.0,No
IJA31,2025-01-12 03:33:00,77.57,64.05,57.86,4.26,3.45,Running,No,84,Normal,,No
AOE45,2025-01-03 21:02:00,66.93,47.76,51.41,2.23,1.09,Running,No,401,Normal,0.0,No
GJR5,2025-02-01 12:24:00,79.14,77.91,66.86,4.06,1.94,Running,No,99,Normal,0.0,No
OZU38,2025-01-16 07:33:00,70.82,23.54,58.96,1.4,2.96,Running,No,403,Normal,0.0,No
PXA26,2025-01-03 19:21:00,64.11,57.21,75.07,2.61,4.03,Running,No,133,Normal,0.0,No
BBS16,2025-02-28 17:46:00,68.25,60.7,70.77,3.78,2.8,Running,No,40,Normal,,No
FKF20,2025-03-06 11:22:00,80.68,64.64,46.92,2.88,0.98,Running,No,40,Normal,0.0,No
RKL4,2025-01-16 07:38:00,83.93,34.97,71.94,4.97,4.68,Running,No,267,Normal,0.0,No
RFF14,2025-01-06 09:42:00,81.33,45.99,44.75,2.66,1.89,Running,No,485,Normal,,No
JJF2,2025-01-05 15:15:00,70.19,55.48,54.93,3.99,0.57,Running,No,461,Normal,,No
OJS11,2025-01-05 20:31:00,67.18,9.69,76.37,3.48,4.25,Running,No,350,Normal,0.0,No
SAC1,2025-01-26 22:09:00,67.67,72.34,54.21,3.74,2.59,Running,No,17,Normal,0.0,Yes
QSA35,2025-01-30 04:17:00,79.58,61.58,30.77,4.44,3.56,Idle,No,353,Normal,,No
XEP19,2025-01-15 03:29:00,78.07,46.36,50.77,1.04,3.46,Running,No,173,Normal,0.0,No
ZKP13,2025-02-26 07:10:00,59.33,68.73,63.83,1.56,2.34,Running,No,12,Normal,0.0,Yes
KGY27,2025-01-15 16:02:00,71.6,35.88,79.16,4.52,2.15,Idle,No,402,Normal,0.0,No
TVG50,2025-03-11 07:08:00,69.23,50.08,69.24,4.12,2.97,Running,No,257,Normal,0.0,No
RHH44,2025-01-26 20:18:00,85.33,41.8,38.01,3.21,2.69,Running,No,497,Normal,0.0,No
SAC1,2025-02-24 15:23:00,76.58,57.67,32.42,3.94,3.47,Running,No,288,Normal,0.0,No
OQN3,2025-01-24 04:50:00,66.39,60.36,68.94,3.75,2.99,Running,No,349,Normal,,No
ANO21,2025-02-13 22:55:00,71.67,38.06,68.82,3.21,1.63,Running,No,116,Normal,,No
MEO40,2025-01-23 02:53:00,66.61,51.5,36.92,3.32,0.99,Running,No,457,Normal,,No
JRJ12,2025-02-03 08:41:00,51.43,63.88,41.25,2.09,1.56,Running,No,208,Normal,0.0,No
HJG23,2025-01-29 06:49:00,54.1,19.13,55.09,1.06,0.72,Running,No,133,Normal,,No
RKL4,2025-01-18 03:11:00,76.91,64.57,46.33,3.41,1.14,Running,No,134,Normal,0.0,No
OWX49,2025-01-03 02:32:00,83.92,28.11,68.45,3.51,0.73,Idle,No,212,Normal,0.0,No
OLM37,2025-02-22 11:37:00,61.76,52.65,72.1,2.88,2.83,Running,No,72,Normal,0.0,No
SIQ9,2025-01-13 02:23:00,71.52,65.2,67.26,3.43,3.23,Running,No,211,Normal,0.0,No
DHW47,2025-01-26 09:30:00,86.24,63.43,39.98,2.64,2.2,Running,No,108,Normal,0.0,No
VIR30,2025-01-27 07:29:00,72.74,70.36,45.75,1.13,1.94,Running,No,16,Normal,,Yes
QJN15,2025-01-15 22:30:00,79.95,46.08,56.38,2.56,3.21,Idle,No,192,Normal,0.0,No
OWX49,2025-01-07 05:17:00,74.68,59.92,64.56,3.99,1.68,Idle,No,45,Normal,,No
IOT24,2025-02-25 04:07:00,68.43,58.43,61.79,3.99,1.1,Running,No,476,Normal,0.0,No
DHW47,2025-01-29 04:32:00,86.72,45.0,75.55,4.36,2.6,Running,No,163,Normal,0.0,No
AGF22,2025-01-16 07:17:00,81.19,45.29,66.13,1.41,3.61,Running,No,491,Normal,0.0,No
AOE45,2025-02-28 23:00:00,63.93,53.1,69.01,4.08,2.76,Running,No,440,Normal,0.0,No
ZKP13,2025-01-07 06:36:00,86.46,51.23,68.7,1.33,4.86,Running,No,83,Normal,0.0,No
RFF14,2025-02-16 13:30:00,51.27,44.17,64.79,3.09,1.5,Running,No,153,Normal,,No
TVG50,2025-02-11 11:43:00,82.62,49.63,33.8,2.14,1.65,Running,No,234,Normal,0.0,No
GJH10,2025-01-16 11:27:00,86.22,55.6,64.49,4.25,2.71,Running,No,72,Normal,,No
XEP19,2025-02-10 23:08:00,68.36,50.06,38.44,3.75,1.5,Idle,No,434,Normal,,No
YDH6,2025-02-07 22:05:00,86.11,67.31,33.93,1.79,1.78,Running,No,444,Normal,0.0,No
GJH10,2025-01-13 10:36:00,67.83,64.39,32.05,3.83,3.34,Running,No,306,Normal,0.0,No
FKF20,2025-01-05 12:46:00,75.92,38.58,57.76,3.25,3.12,Running,No,105,Normal,0.0,No
MEO40,2025-01-15 09:02:00,75.41,73.01,51.54,4.37,3.05,Running,No,438,Normal,0.0,No
JJF2,2025-01-29 21:39:00,59.34,42.82,49.46,1.13,1.13,Running,No,119,Normal,,No
MEO40,2025-02-01 20:27:00,79.82,40.66,46.15,1.54,0.72,Running,No,454,Normal,,No
DHW47,2025-03-06 10:55:00,63.84,58.95,59.67,1.87,4.49,Running,No,323,Normal,0.0,No
QYD25,2025-01-07 17:55:00,75.34,70.83,41.18,2.25,2.37,Running,No,481,Normal,0.0,No
IOT24,2025-01-30 05:40:00,71.81,65.45,42.92,3.5,4.0,Running,No,492,Normal,,No
YDH6,2025-02-06 04:17:00,69.07,62.86,42.28,2.73,3.21,Running,No,245,Normal,,No
AOE45,2025-03-03 00:48:00,62.5,74.76,54.14,3.94,4.97,Idle,No,177,Normal,0.0,No
SJO48,2025-03-03 04:28:00,64.47,37.54,72.58,1.04,1.21,Running,No,402,Normal,,No
FPQ39,2025-01-19 07:52:00,80.81,42.05,51.35,3.77,4.59,Running,No,385,Normal,,No
FPO41,2025-02-05 06:54:00,71.93,71.74,70.78,2.56,2.6,Running,No,160,Normal,0.0,No
QYD25,2025-02-13 17:26:00,64.14,50.19,77.26,3.79,4.0,Running,No,300,Normal,,No
HJG23,2025-01-02 01:32:00,63.91,64.22,41.97,4.4,3.66,Running,No,56,Normal,,No
IOT24,2025-02-06 02:28:00,78.04,57.7,56.19,4.45,0.89,Running,No,226,Normal,0.0,No
FPQ39,2025-01-15 13:19:00,81.82,69.16,36.35,3.58,4.46,Running,No,397,Normal,0.0,No
ZTG36,2025-01-01 11:12:00,63.01,36.83,74.89,1.36,4.0,Running,No,112,Normal,0.0,No
PKS8,2025-01-20 18:40:00,68.05,66.14,32.79,2.13,0.76,Running,No,473,Normal,,No
GSR32,2025-02-10 16:27:00,68.64,45.77,78.46,4.31,3.25,Running,No,405,Normal,0.0,No
AOE45,2025-02-11 07:52:00,90.74,33.32,68.19,3.36,3.88,Idle,Yes,28,Normal,1.0,Yes
GUK33,2025-02-04 18:41:00,62.61,51.44,71.54,2.41,0.88,Running,No,249,Normal,,No
QYD25,2025-01-20 03:24:00,65.36,56.35,57.93,1.47,4.14,Running,No,435,Normal,,No
SJO48,2025-02-17 22:52:00,55.54,84.54,61.2,2.41,3.55,Idle,Yes,20,Normal,1.0,Yes
OQN3,2025-03-04 01:58:00,54.0,45.05,79.5,4.82,2.21,Idle,No,277,Normal,,No
QSA35,2025-01-19 05:12:00,81.88,24.74,52.31,2.79,3.73,Running,No,293,Normal,0.0,No
BPQ42,2025-01-02 19:17:00,88.63,53.13,31.92,4.03,3.32,Running,No,290,Normal,0.0,No
JJF2,2025-03-03 17:39:00,72.75,69.08,77.72,2.81,1.81,Running,No,22,Normal,0.0,No
FKF20,2025-03-10 08:43:00,66.96,61.23,40.8,4.47,1.06,Running,No,115,Normal,0.0,No
CJL17,2025-03-07 11:10:00,90.25,37.02,71.51,3.58,4.3,Idle,Yes,43,Normal,1.0,Yes
RFF14,2025-02-20 16:12:00,85.37,68.52,31.97,2.34,2.63,Running,No,453,Normal,,No
AOE45,2025-01-05 03:54:00,68.99,59.04,45.17,4.99,4.54,Running,No,177,Normal,,No
DVO46,2025-01-15 12:44:00,88.89,95.11,55.24,3.98,2.27,Running,Yes,28,Normal,1.0,Yes
SJO48,2025-01-21 15:01:00,82.57,78.49,39.27,3.27,4.24,Running,No,250,Normal,,No
BBS16,2025-01-04 05:34:00,81.91,56.65,58.99,4.91,3.15,Running,No,232,Normal,0.0,No
XEP19,2025-01-13 18:44:00,67.44,62.34,52.39,4.05,0.79,Running,No,172,Normal,,No
CJL17,2025-01-23 06:24:00,69.46,42.94,65.51,1.64,4.65,Running,No,112,Normal,,No
SAC1,2025-01-03 13:59:00,57.21,55.18,37.09,1.57,2.89,Running,No,399,Normal,0.0,No
GJH10,2025-01-31 22:58:00,65.73,39.04,35.01,4.06,0.52,Running,No,324,Normal,0.0,No
XEP19,2025-03-04 12:29:00,69.78,35.51,50.61,2.5,2.78,Running,No,89,Normal,0.0,No
TVG50,2025-01-31 06:18:00,64.65,65.78,54.23,3.35,0.84,Running,No,348,Normal,0.0,No
DVO46,2025-03-11 08:41:00,87.37,56.0,74.14,4.1,3.2,Running,No,97,Normal,0.0,No
BBS16,2025-01-24 02:10:00,76.41,26.91,42.91,2.3,4.13,Running,No,361,Normal,0.0,No
HJG23,2025-01-20 16:13:00,77.46,25.13,47.25,3.91,2.8,Running,No,454,Normal,,No
OQN3,2025-01-17 16:27:00,69.51,30.19,67.87,2.2,1.52,Running,No,224,Normal,0.0,No
BJB18,2025-03-06 02:09:00,62.84,53.66,46.2,3.16,4.15,Running,No,119,Normal,,No
OLM37,2025-02-15 06:34:00,74.58,48.11,43.72,1.3,4.09,Running,No,183,Normal,0.0,No
DHW47,2025-01-20 07:22:00,83.38,54.79,76.15,1.25,3.22,Running,No,448,Normal,0.0,No
IJA31,2025-02-03 18:28:00,98.26,,62.35,4.57,3.92,Running,Yes,45,Normal,1.0,Yes
QSA35,2025-01-02 19:57:00,68.47,31.46,53.62,2.69,4.53,Running,No,141,Normal,0.0,No
QSA35,2025-01-11 19:11:00,75.23,62.09,56.13,2.34,2.02,Idle,No,323,Normal,0.0,No
GUK33,2025-01-13 20:51:00,62.19,40.04,44.07,2.2,3.4,Running,No,154,Normal,,No
BPQ42,2025-01-27 11:31:00,74.3,45.28,37.36,2.61,4.87,Running,No,133,Normal,0.0,No
GUK33,2025-02-26 04:58:00,64.36,52.19,50.11,4.21,2.9,Running,No,262,Normal,,No
DVO46,2025-03-02 23:03:00,81.69,57.72,31.6,4.06,2.84,Running,No,346,Normal,,No
JJF2,2025-01-11 13:30:00,72.5,44.84,35.9,3.07,0.68,Running,No,390,Normal,,No
FPQ39,2025-01-21 13:00:00,77.18,13.89,58.0,3.9,0.72,Idle,No,75,Normal,0.0,No
HJG23,2025-03-03 02:31:00,83.31,69.3,33.92,1.47,4.43,Running,No,407,Normal,,No
XEP19,2025-01-30 06:41:00,73.62,72.35,43.44,2.84,0.52,Running,No,35,Normal,0.0,No
BBS16,2025-02-15 11:58:00,71.58,52.66,53.45,1.82,1.28,Idle,No,138,Normal,0.0,No
BPQ42,2025-03-10 01:47:00,69.93,65.08,62.94,4.31,1.35,Running,No,448,Normal,0.0,No
QYD25,2025-02-22 08:24:00,83.81,38.07,57.98,3.56,0.65,Idle,No,41,Normal,0.0,No
FPQ39,2025-02-16 08:26:00,81.13,59.33,79.43,1.84,4.32,Running,No,141,Normal,,No
DCB34,2025-01-16 17:55:00,66.34,36.46,61.63,4.58,2.77,Running,No,254,Normal,0.0,No
QNJ7,2025-03-01 23:44:00,77.47,57.96,74.21,3.09,2.76,Failure,No,81,Normal,0.0,Yes
ZKP13,2025-01-25 22:59:00,78.5,54.04,79.76,2.9,4.47,Running,No,206,Normal,0.0,No
OQN3,2025-01-18 01:39:00,86.58,50.92,73.7,1.33,4.72,Running,No,292,Normal,0.0,No
QYD25,2025-02-03 11:27:00,81.84,74.27,54.53,3.05,1.35,Running,No,395,Normal,0.0,No
ZTG36,2025-02-12 12:39:00,71.05,55.33,60.89,2.52,2.66,Running,No,213,Normal,,No
MEO40,2025-01-31 16:42:00,85.37,53.16,46.05,3.61,4.81,Running,No,381,Normal,,No
RHH44,2025-02-01 16:44:00,73.09,56.01,71.88,4.2,0.69,Running,No,76,Normal,0.0,No
GSR32,2025-01-31 00:20:00,95.03,34.48,64.51,4.5,3.19,Running,Yes,22,Normal,,Yes
SIQ9,2025-03-01 20:37:00,82.42,48.32,49.4,2.13,4.87,Running,No,258,Normal,0.0,No
ZKP13,2025-01-16 03:57:00,72.47,53.9,53.45,4.81,2.15,Idle,No,383,Normal,0.0,No
JJF2,2025-01-15 11:05:00,73.99,59.5,47.17,4.89,1.94,Failure,No,236,Normal,0.0,Yes
VIR30,2025-02-28 07:19:00,83.23,36.49,43.65,3.31,2.84,Running,No,279,Normal,0.0,No
BBS16,2025-02-28 11:12:00,74.66,59.19,50.15,4.64,1.73,Running,No,170,Normal,,No
QSA35,2025-03-07 07:35:00,78.39,61.64,62.96,4.16,0.84,Idle,No,401,Normal,,No
PKS8,2025-01-02 20:03:00,80.32,63.43,72.2,2.3,4.81,Idle,No,292,Normal,,No
FPO41,2025-01-14 04:48:00,97.27,33.5,76.22,2.21,3.93,Running,Yes,40,Normal,1.0,Yes
KGY27,2025-02-14 11:18:00,89.74,65.98,72.95,2.42,1.92,Running,No,299,Normal,0.0,No
PKS8,2025-03-06 07:27:00,76.55,72.9,67.15,2.28,3.26,Running,No,485,Normal,,No
OWX49,2025-01-04 12:30:00,71.03,52.67,79.14,2.9,4.87,Idle,No,56,Normal,0.0,No
FKF20,2025-02-28 02:30:00,75.51,38.53,78.25,4.36,2.52,Running,No,109,Normal,0.0,No
DVO46,2025-01-12 16:01:00,62.29,50.59,41.82,3.93,3.49,Running,No,213,Normal,,No
BJB18,2025-01-29 08:46:00,81.97,64.42,74.63,3.04,0.82,Running,No,31,Normal,,No
OWX49,2025-02-10 02:39:00,59.5,63.26,54.73,2.82,3.35,Running,No,109,Normal,0.0,No
QNJ7,2025-01-12 17:35:00,83.75,52.44,73.51,3.66,1.38,Idle,No,215,Normal,0.0,No
FPQ39,2025-03-05 23:15:00,76.66,35.9,52.98,2.24,3.53,Running,No,44,Normal,0.0,No
GUK33,2025-01-18 16:26:00,93.01,55.46,63.78,3.72,4.58,Running,Yes,36,Normal,1.0,Yes
FPQ39,2025-01-28 05:27:00,65.72,47.07,53.26,4.63,2.87,Running,No,159,Normal,0.0,No
RKL4,2025-02-15 19:36:00,70.79,28.14,64.13,1.89,3.05,Running,No,29,Normal,0.0,No
PKS8,2025-02-13 15:23:00,92.78,44.94,39.06,2.71,3.04,Running,Yes,33,Normal,1.0,Yes
GUK33,2025-01-09 09:29:00,56.76,69.35,34.34,3.24,0.93,Running,No,359,Normal,0.0,No
VIR30,2025-02-01 19:07:00,83.12,79.1,45.47,2.65,3.48,Running,No,207,Normal,0.0,No
BJB18,2025-02-20 14:36:00,62.12,32.04,77.65,3.41,2.8,Running,No,82,Normal,0.0,No
AOE45,2025-02-27 12:31:00,66.87,53.15,75.79,2.83,1.29,Running,No,128,Normal,0.0,No
GJH10,2025-01-12 05:07:00,73.1,35.22,43.29,1.83,4.72,Running,No,373,Normal,0.0,No
HJG23,2025-02-11 13:03:00,89.85,42.01,39.24,4.77,3.63,Running,No,89,Normal,,No
OJS11,2025-01-20 11:58:00,86.24,41.79,63.13,4.31,2.97,Running,No,160,Normal,,No
KGY27,2025-01-18 09:45:00,73.64,53.24,35.02,4.81,4.62,Running,No,51,Normal,,No
SIQ9,2025-03-03 05:14:00,70.91,29.71,40.11,1.58,1.1,Running,No,238,Normal,,No
WXX28,2025-02-03 00:43:00,62.78,37.58,50.16,1.03,3.64,Running,No,286,Normal,0.0,No
PXA26,2025-01-06 08:04:00,78.49,71.13,49.77,3.62,2.07,Running,No,94,Normal,0.0,No
AGF22,2025-01-14 11:53:00,83.02,55.9,73.17,2.62,1.25,Running,No,452,Normal,,No
FKF20,2025-02-18 06:10:00,60.31,33.97,44.32,3.05,2.62,Running,No,180,Normal,,No
RHH44,2025-03-08 23:55:00,66.84,48.79,75.08,2.95,1.89,Failure,No,267,Normal,0.0,Yes
RHH44,2025-01-07 05:43:00,74.16,46.38,75.08,1.33,3.66,Running,No,485,Normal,0.0,No
OWX49,2025-02-20 04:39:00,81.19,46.24,36.78,3.75,4.61,Idle,No,262,Normal,,No
IJA31,2025-02-27 01:04:00,81.43,43.08,30.09,1.64,1.27,Failure,No,122,Normal,0.0,Yes
OJS11,2025-02-06 21:42:00,71.96,12.53,69.18,1.09,3.98,Idle,No,466,Normal,,No
RKL4,2025-03-06 23:17:00,70.28,30.38,47.76,3.18,2.23,Idle,No,69,Normal,0.0,No
ZTG36,2025-02-27 18:26:00,84.22,73.86,47.34,1.01,2.24,Running,No,67,Normal,0.0,No
MEO40,2025-01-31 12:41:00,93.19,63.12,32.81,1.69,1.72,Running,Yes,11,Normal,1.0,Yes
OWX49,2025-01-24 20:11:00,68.59,51.96,57.93,3.2,2.38,Running,No,125,Normal,,No
BJB18,2025-03-06 07:30:00,64.73,44.12,56.17,1.92,1.16,Running,No,478,Normal,,No
WXX28,2025-01-02 11:23:00,65.02,25.57,52.62,3.64,4.19,Running,No,156,Normal,0.0,No
AGF22,2025-02-24 06:13:00,103.36,69.54,62.02,2.47,0.73,Running,Yes,47,Normal,,Yes
CJL17,2025-02-12 00:41:00,83.54,58.44,55.49,3.5,1.03,Running,No,56,Normal,,No
JRJ12,2025-03-04 23:04:00,67.02,53.59,65.52,4.57,3.93,Running,No,471,Normal,,No
IOT24,2025-01-02 03:28:00,77.97,59.57,53.77,2.64,2.93,Running,No,282,Normal,,No
WXX28,2025-02-09 03:34:00,61.6,19.79,46.74,1.93,0.6,Running,No,92,Normal,,No
OJS11,2025-02-26 23:16:00,72.7,11.11,44.23,2.25,1.36,Running,No,401,Normal,,No
QJN15,2025-03-04 12:00:00,88.83,41.01,39.86,1.34,3.15,Running,No,242,Normal,0.0,No
DCB34,2025-01-02 06:55:00,79.75,41.65,70.0,1.0,4.65,Running,No,145,Normal,0.0,No
BJB18,2025-01-22 18:12:00,60.77,47.98,73.92,3.07,4.46,Idle,No,404,Normal,0.0,No
GJR5,2025-03-07 11:54:00,69.52,61.31,34.01,2.53,2.86,Running,No,147,Normal,,No
GJR5,2025-02-22 06:36:00,80.93,47.7,40.69,2.82,3.82,Running,No,275,Normal,,No
BJB18,2025-03-09 09:53:00,75.27,52.95,47.78,4.94,2.8,Running,No,48,Normal,0.0,No
MEO40,2025-03-05 15:59:00,64.41,40.18,50.76,4.46,4.27,Running,No,214,Normal,0.0,No
BPQ42,2025-02-12 01:08:00,81.04,62.84,74.12,4.84,4.49,Running,No,344,Normal,0.0,No
HJG23,2025-01-18 07:18:00,79.22,64.69,55.24,4.08,3.52,Failure,No,431,Normal,,Yes
SAC1,2025-01-05 18:53:00,61.8,56.9,50.8,4.39,1.96,Idle,No,448,Normal,0.0,No
GSR32,2025-02-12 18:56:00,66.95,60.89,78.18,2.47,0.83,Idle,No,247,Normal,0.0,No
SIQ9,2025-02-28 03:20:00,59.75,35.81,49.51,1.18,3.21,Running,No,339,Normal,,No
OWX49,2025-02-23 18:50:00,86.27,32.92,66.56,1.05,3.16,Running,No,329,Normal,0.0,No
GJH10,2025-01-28 12:50:00,98.98,34.86,38.52,2.76,0.9,Running,Yes,15,Normal,,Yes
GSR32,2025-01-14 02:50:00,78.17,49.4,79.33,3.19,3.59,Running,No,112,Normal,,No
GUK33,2025-02-05 21:15:00,51.21,58.02,42.1,2.57,4.59,Running,No,141,Normal,0.0,No
OQN3,2025-02-21 00:11:00,,54.93,47.7,1.66,1.19,Running,No,162,Normal,0.0,No
SJO48,2025-01-31 05:19:00,79.04,62.92,46.93,,1.39,Running,No,332,Normal,,No
QJN15,2025-01-11 00:08:00,69.8,27.28,67.5,4.76,4.41,Running,No,200,Normal,0.0,No
ZKP13,2025-02-05 21:59:00,67.23,38.2,76.05,4.8,3.34,Running,No,464,Normal,,No
BPQ42,2025-03-10 11:00:00,76.92,72.13,49.14,2.42,0.96,Idle,No,172,Normal,0.0,No
QYD25,2025-01-23 16:36:00,96.94,55.0,47.93,3.24,4.85,Running,Yes,35,Normal,1.0,Yes
JRJ12,2025-01-06 09:05:00,83.71,47.07,30.29,2.78,3.28,Running,No,186,Normal,0.0,No
ZKP13,2025-01-30 20:55:00,81.24,50.95,75.43,4.95,3.47,Running,No,66,Normal,,No
JRJ12,2025-02-10 19:25:00,68.81,60.59,35.8,4.34,0.96,Running,No,376,Normal,,No
DVO46,2025-01-17 07:50:00,72.48,46.87,63.25,1.44,2.72,Running,No,306,Normal,,No
QNJ7,2025-02-01 00:30:00,79.11,52.9,32.79,2.77,4.42,Running,No,340,Normal,0.0,No
GSR32,2025-03-02 15:02:00,66.12,61.79,33.71,2.54,1.41,Running,No,95,Normal,0.0,No
QYD25,2025-02-12 08:57:00,70.64,59.07,45.11,4.16,2.26,Idle,No,459,Normal,0.0,No
OQN3,2025-02-03 05:06:00,81.75,70.11,52.07,1.08,2.83,Running,No,221,Normal,0.0,No
OWX49,2025-01-06 18:58:00,,47.99,64.63,4.38,2.14,Running,No,219,Normal,,No
BPQ42,2025-02-06 09:39:00,70.81,41.19,49.94,1.7,4.31,Running,No,163,Normal,,No
GUK33,2025-02-15 21:27:00,51.99,51.58,45.13,3.24,4.68,Idle,No,312,Normal,,No
VIR30,2025-01-19 11:23:00,72.82,45.34,49.79,1.39,4.06,Running,No,282,Normal,,No
GJH10,2025-01-10 19:33:00,76.8,43.58,34.45,3.08,2.27,Running,No,368,Normal,0.0,No
OJS11,2025-01-28 20:29:00,85.37,61.54,73.52,3.92,1.49,Running,No,419,Normal,,No
GUK33,2025-01-06 07:30:00,85.39,46.57,36.8,1.44,0.78,Idle,No,234,Normal,,No
GJH10,2025-01-14 08:04:00,85.12,29.7,66.53,4.21,2.13,Idle,No,36,Normal,0.0,No
DVO46,2025-02-16 22:59:00,74.18,46.38,74.44,1.87,3.47,Running,No,256,Normal,0.0,No
AOE45,2025-01-05 14:04:00,72.3,46.19,56.35,3.17,2.34,Running,No,236,Normal,0.0,No
GJH10,2025-01-15 16:09:00,73.07,79.42,73.13,2.7,0.55,Running,No,156,Normal,0.0,No
